SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,36,047,New York,Kings County,3,2637522,1256332,1381190,174858,89117,85741,297797,153121,144676,123988,63231,60757,198552,97366,101186,2102099,982007,1120092,2040879,950863,1090016,1128636,549368,579268,837788,405056,432732,607921,283105,324816,396618,165336,231282,174858,89117,85741,169727,87051,82676,159762,82355,77407,142563,72625,69938,148285,71687,76598,219368,103611,115757,240500,117732,122768,204244,99849,104395,173676,83864,89812,155000,73103,81897,153119,71808,81311,152565,70867,81698,147237,67327,79910,127290,56801,70489,107233,46836,60397,65986,26956,39030,47096,18085,29011,49013,16658,32355,36.5,35.2,37.8
050,36,047,New York,Kings County,4,2589531,1232911,1356620,164700,83899,80801,288185,148101,140084,122125,62195,59930,195597,96051,99546,2074732,969172,1105560,2014521,938716,1075805,1105933,538706,567227,819282,396366,422916,595184,277109,318075,404458,169190,235268,164700,83899,80801,163502,83888,79614,155754,80119,75635,140808,71770,69038,145843,70570,75273,212249,100030,112219,235497,115333,120164,200381,98253,102128,171155,82750,88405,151385,71281,80104,150765,70789,79976,147946,68564,79382,145088,66475,78613,127994,57260,70734,106595,46579,60016,72184,29897,42287,47477,18132,29345,50208,17322,32886,36.8,35.5,38.1
050,36,047,New York,Kings County,5,2561225,1219018,1342207,156284,79467,76817,280991,144361,136630,120013,61283,58730,194565,95587,98978,2063820,964339,1099481,2003937,933907,1070030,1096044,534065,561979,811227,392559,418668,584251,271763,312488,413894,173998,239896,156284,79467,76817,158351,81283,77068,152401,78442,73959,139575,71166,68409,145242,70340,74902,209664,98533,111131,231338,113249,118089,199661,98107,101554,170564,82670,87894,149350,70395,78955,147896,69496,78400,143575,66369,77206,143430,65503,77927,129150,58107,71043,107129,46803,60326,77545,32533,45012,48057,18413,29644,52013,18142,33871,37.1,35.8,38.4
050,36,049,New York,Lewis County,1,26587,13571,13016,1643,853,790,3084,1577,1507,1409,731,678,1941,992,949,21146,10774,10372,20451,10410,10041,9018,4624,4394,6035,3093,2942,7434,3870,3564,5041,2455,2586,1643,853,790,1679,865,814,1772,904,868,1588,818,770,1395,713,682,1515,769,746,1502,800,702,1566,795,771,1452,729,723,1542,815,727,1666,883,783,2137,1110,1027,2089,1062,1027,1764,893,871,1236,626,610,864,420,444,597,279,318,580,237,343,42.1,41.7,42.5
050,36,049,New York,Lewis County,2,26560,13537,13023,1627,836,791,3077,1569,1508,1411,728,683,1934,991,943,21140,10765,10375,20445,10404,10041,9019,4620,4399,6035,3088,2947,7389,3844,3545,5087,2481,2606,1627,836,791,1688,867,821,1750,889,861,1590,820,770,1394,712,682,1512,765,747,1500,798,702,1562,793,769,1461,732,729,1526,803,723,1656,881,775,2119,1098,1021,2088,1062,1026,1786,905,881,1252,638,614,864,415,449,604,284,320,581,239,342,42.1,41.8,42.5
050,36,049,New York,Lewis County,3,26722,13593,13129,1600,834,766,3112,1573,1539,1412,735,677,1955,1008,947,21300,10816,10484,20598,10451,10147,9129,4677,4452,6112,3118,2994,7263,3771,3492,5268,2554,2714,1600,834,766,1731,882,849,1731,875,856,1609,841,768,1408,718,690,1513,763,750,1531,801,730,1564,802,762,1504,752,752,1461,754,707,1654,884,770,2016,1031,985,2132,1102,1030,1871,953,918,1329,682,647,861,388,473,628,295,333,579,236,343,42.1,41.8,42.5
050,36,049,New York,Lewis County,4,26595,13548,13047,1534,791,743,3115,1594,1521,1393,729,664,1904,997,907,21262,10803,10459,20553,10434,10119,9073,4678,4395,6114,3128,2986,7091,3677,3414,5444,2632,2812,1534,791,743,1745,903,842,1708,867,841,1558,827,731,1401,723,678,1452,739,713,1549,791,758,1588,814,774,1525,784,741,1423,725,698,1640,874,766,1892,974,918,2136,1104,1032,1941,994,947,1367,693,674,927,417,510,635,302,333,574,226,348,42.4,42.0,42.9
050,36,049,New York,Lewis County,5,26548,13506,13042,1521,770,751,3119,1606,1513,1380,713,667,1878,984,894,21231,10785,10446,20528,10417,10111,9017,4663,4354,6102,3134,2968,6928,3591,3337,5620,2708,2912,1521,770,751,1721,888,833,1741,886,855,1542,827,715,1373,702,671,1423,743,680,1546,774,772,1613,839,774,1520,778,742,1390,702,688,1636,863,773,1744,909,835,2158,1117,1041,1961,998,963,1468,731,737,967,455,512,646,299,347,578,225,353,42.6,42.1,43.1
050,36,051,New York,Livingston County,1,61840,30907,30933,2673,1353,1320,5714,2943,2771,2862,1454,1408,8896,4206,4690,52030,25879,26151,50591,25157,25434,24158,12304,11854,13106,7005,6101,16934,8494,8440,11655,5452,6203,2673,1353,1320,2982,1540,1442,3438,1764,1674,5017,2429,2588,6035,2870,3165,3158,1752,1406,3225,1734,1491,3509,1798,1711,3214,1721,1493,3348,1739,1609,4037,1987,2050,4824,2424,2400,4725,2344,2381,3888,1933,1955,3118,1520,1598,2021,933,1088,1273,582,691,1355,484,871,41.3,40.6,42.2
050,36,051,New York,Livingston County,2,61590,30730,30860,2667,1359,1308,5688,2930,2758,2855,1448,1407,8862,4173,4689,51815,25714,26101,50380,24993,25387,24031,12190,11841,13018,6927,6091,16788,8399,8389,11712,5494,6218,2667,1359,1308,2973,1540,1433,3419,1748,1671,4997,2410,2587,6016,2853,3163,3129,1721,1408,3180,1705,1475,3499,1794,1705,3210,1707,1503,3283,1694,1589,3988,1962,2026,4785,2401,2384,4732,2342,2390,3929,1955,1974,3152,1542,1610,2033,943,1090,1252,567,685,1346,487,859,41.4,40.7,42.2
050,36,051,New York,Livingston County,3,61691,30892,30799,2629,1351,1278,5637,2922,2715,2834,1438,1396,9012,4256,4756,52027,25909,26118,50591,25181,25410,24316,12389,11927,13165,7041,6124,16382,8219,8163,12032,5665,6367,2629,1351,1278,2964,1539,1425,3368,1729,1639,5059,2443,2616,6092,2905,3187,3180,1730,1450,3103,1704,1399,3526,1844,1682,3356,1763,1593,3116,1619,1497,3916,1973,1943,4600,2288,2312,4750,2339,2411,4066,2029,2037,3301,1620,1681,2097,970,1127,1262,561,701,1306,485,821,41.3,40.5,42.1
050,36,051,New York,Livingston County,4,61340,30601,30739,2685,1369,1316,5480,2841,2639,2782,1406,1376,8938,4217,4721,51788,25694,26094,50393,24985,25408,24172,12216,11956,13147,6951,6196,15955,8016,7939,12353,5801,6552,2685,1369,1316,2932,1517,1415,3243,1682,1561,4980,2381,2599,6045,2884,3161,3147,1677,1470,3110,1692,1418,3446,1800,1646,3444,1782,1662,3027,1580,1447,3815,1950,1865,4370,2157,2213,4743,2329,2414,4151,2038,2113,3272,1614,1658,2286,1062,1224,1341,603,738,1303,484,819,41.5,40.8,42.2
050,36,051,New York,Livingston County,5,61158,30501,30657,2678,1380,1298,5364,2766,2598,2731,1403,1328,8857,4176,4681,51761,25643,26118,50385,24952,25433,24090,12178,11912,13152,6942,6210,15585,7833,7752,12791,6001,6790,2678,1380,1298,2871,1458,1413,3143,1651,1492,4962,2384,2578,5976,2852,3124,3103,1675,1428,3146,1709,1437,3394,1764,1630,3509,1794,1715,3059,1600,1459,3635,1869,1766,4184,2052,2132,4707,2312,2395,4239,2081,2158,3375,1653,1722,2402,1128,1274,1422,655,767,1353,484,869,41.8,41.0,42.6
050,36,053,New York,Madison County,1,68017,33833,34184,3255,1711,1544,6482,3370,3112,3198,1610,1588,8984,4365,4619,56712,27938,28774,55082,27142,27940,25633,12771,12862,14236,7193,7043,19103,9583,9520,12759,6001,6758,3255,1711,1544,3414,1818,1596,3853,1949,1904,5894,2825,3069,5503,2753,2750,3394,1698,1696,3570,1781,1789,3738,1925,1813,3534,1789,1745,3784,1891,1893,4577,2303,2274,5368,2663,2705,5374,2726,2648,4364,2180,2184,3324,1619,1705,2321,1086,1235,1439,637,802,1311,479,832,41.9,41.1,42.7
050,36,053,New York,Madison County,2,67935,33794,34141,3245,1690,1555,6458,3374,3084,3185,1609,1576,8975,4348,4627,56666,27922,28744,55047,27121,27926,25608,12758,12850,14230,7196,7034,18985,9519,9466,12857,6058,6799,3245,1690,1555,3413,1826,1587,3827,1943,1884,5866,2807,3059,5512,2755,2757,3395,1698,1697,3566,1779,1787,3740,1927,1813,3529,1792,1737,3737,1868,1869,4529,2273,2256,5348,2650,2698,5371,2728,2643,4400,2201,2199,3374,1643,1731,2331,1099,1232,1449,635,814,1303,480,823,41.9,41.2,42.6
050,36,053,New York,Madison County,3,67382,33550,33832,3144,1611,1533,6306,3336,2970,3115,1576,1539,8589,4160,4429,56380,27826,28554,54817,27027,27790,25348,12684,12664,14422,7333,7089,18554,9270,9284,13252,6264,6988,3144,1611,1533,3386,1830,1556,3698,1891,1807,5615,2680,2935,5311,2671,2640,3420,1737,1683,3627,1816,1811,3747,1909,1838,3628,1871,1757,3519,1759,1760,4408,2171,2237,5265,2606,2659,5362,2734,2628,4528,2260,2268,3615,1767,1848,2324,1104,1220,1476,635,841,1309,498,811,42.3,41.6,43.1
050,36,053,New York,Madison County,4,67054,33313,33741,3060,1559,1501,6224,3296,2928,3158,1584,1574,8481,4083,4398,56178,27667,28511,54612,26874,27738,25236,12606,12630,14401,7341,7060,17978,8962,9016,13752,6488,7264,3060,1559,1501,3399,1822,1577,3629,1876,1753,5584,2667,2917,5251,2598,2653,3373,1748,1625,3533,1790,1743,3753,1862,1891,3742,1941,1801,3365,1680,1685,4205,2045,2160,5094,2536,2558,5314,2701,2613,4702,2327,2375,3622,1789,1833,2540,1204,1336,1544,649,895,1344,519,825,42.6,41.9,43.3
050,36,053,New York,Madison County,5,66921,33214,33707,2956,1470,1486,6197,3286,2911,3128,1578,1550,8415,4072,4343,56244,27684,28560,54640,26880,27760,25250,12609,12641,14431,7333,7098,17472,8720,8752,14322,6755,7567,2956,1470,1486,3411,1830,1581,3510,1830,1680,5630,2713,2917,5189,2563,2626,3281,1689,1592,3562,1802,1760,3715,1842,1873,3873,2000,1873,3338,1674,1664,4009,1964,2045,4865,2445,2420,5260,2637,2623,4898,2414,2484,3735,1863,1872,2610,1226,1384,1664,708,956,1415,544,871,42.8,42.2,43.5
